inventory_date,store_id,product_id,stock_qty,stock_value,reorder_point,days_of_cover,stock_status
2024-04-30,S007,P0184,4,190.16,1,7.7,Normal
2024-04-30,S007,P0185,0,0.0,1,0.0,Low
2024-04-30,S007,P0186,3,231.27,1,7.5,Normal
2024-04-30,S007,P0187,2,259.32,1,4.5,Normal
2024-04-30,S007,P0188,1,71.7,1,2.1,Low
2024-04-30,S007,P0189,0,0.0,1,0.0,Low
2024-04-30,S007,P0190,0,0.0,1,0.0,Low
2024-04-30,S007,P0191,0,0.0,1,0.0,Low
2024-04-30,S007,P0192,3,345.42,1,6.4,Normal
2024-04-30,S007,P0193,6,424.92,1,10.7,Overstock
2024-04-30,S007,P0194,2,206.42,1,4.5,Normal
2024-04-30,S007,P0195,0,0.0,1,0.0,Low
2024-04-30,S007,P0196,2,233.78,1,4.9,Normal
2024-04-30,S007,P0197,5,539.6,1,11.9,Overstock
2024-04-30,S007,P0198,2,43.0,1,4.8,Normal
2024-04-30,S007,P0199,5,353.8,1,10.8,Overstock
2024-04-30,S007,P0200,1,122.59,1,1.9,Low
2024-04-30,S007,P0201,3,335.46,1,5.5,Normal
2024-04-30,S007,P0202,2,161.28,1,7.0,Normal
2024-04-30,S007,P0203,2,100.78,1,6.0,Normal
2024-04-30,S007,P0204,4,491.08,1,7.9,Normal
2024-04-30,S007,P0205,5,1380.15,4,14.6,Normal
2024-04-30,S007,P0206,6,1203.42,3,20.5,Normal
2024-04-30,S007,P0207,8,2287.84,3,32.5,Normal
2024-04-30,S007,P0208,10,3448.1,4,26.0,Normal
2024-04-30,S007,P0209,5,1555.6,2,24.7,Normal
2024-04-30,S007,P0210,2,540.82,3,8.0,Low
2024-04-30,S007,P0211,14,2992.36,4,39.1,Normal
2024-04-30,S007,P0212,11,3476.33,4,35.3,Normal
2024-04-30,S007,P0213,6,1650.36,4,19.1,Normal
2024-04-30,S007,P0214,4,827.04,2,22.9,Normal
2024-04-30,S007,P0215,8,2136.24,4,23.4,Normal
2024-04-30,S007,P0216,9,1643.4,3,33.6,Normal
2024-04-30,S007,P0217,6,538.14,3,19.4,Normal
2024-04-30,S007,P0218,10,2816.3,4,26.1,Normal
2024-04-30,S007,P0219,10,1997.9,3,37.0,Normal
2024-04-30,S007,P0220,9,1508.22,5,22.1,Normal
2024-04-30,S007,P0221,7,1374.03,3,25.9,Normal
2024-04-30,S007,P0222,3,792.27,3,12.6,Low
2024-04-30,S007,P0223,4,978.24,2,21.2,Normal
2024-04-30,S007,P0224,10,3264.6,3,38.9,Normal
2024-04-30,S007,P0225,2,408.16,3,8.6,Low
2024-04-30,S007,P0226,9,2366.55,3,33.6,Normal
2024-04-30,S007,P0227,8,2773.36,5,16.5,Normal
2024-04-30,S007,P0228,6,1220.1,3,24.1,Normal
2024-04-30,S007,P0229,6,652.8,4,19.1,Normal
2024-04-30,S007,P0230,8,1279.12,4,24.0,Normal
2024-04-30,S007,P0231,8,1232.88,4,23.4,Normal
2024-04-30,S007,P0232,7,1968.4,4,22.1,Normal
2024-04-30,S008,P0001,9,1279.44,5,22.1,Normal
2024-04-30,S008,P0002,15,1759.35,7,23.7,Normal
2024-04-30,S008,P0003,20,1338.4,7,30.9,Normal
2024-04-30,S008,P0004,11,1957.23,5,24.5,Normal
2024-04-30,S008,P0005,10,789.2,4,31.0,Normal
2024-04-30,S008,P0006,5,459.15,4,14.8,Normal
2024-04-30,S008,P0007,9,1127.52,4,23.4,Normal
2024-04-30,S008,P0008,18,1884.96,7,30.5,Normal
2024-04-30,S008,P0009,15,2370.0,6,29.0,Normal
2024-04-30,S008,P0010,15,2290.65,6,30.7,Normal
2024-04-30,S008,P0011,10,1678.4,4,25.1,Normal
2024-04-30,S008,P0012,11,1449.36,8,15.9,Normal
2024-04-30,S008,P0013,11,847.88,6,20.3,Normal
2024-04-30,S008,P0014,10,999.8,5,24.6,Normal
2024-04-30,S008,P0015,8,1437.04,4,20.9,Normal
2024-04-30,S008,P0016,9,1312.29,4,24.6,Normal
2024-04-30,S008,P0017,3,452.67,4,7.5,Low
2024-04-30,S008,P0018,12,1121.16,6,23.7,Normal
2024-04-30,S008,P0019,23,3691.73,7,39.7,Normal
2024-04-30,S008,P0020,8,1160.96,4,22.0,Normal
2024-04-30,S008,P0021,17,1378.53,8,25.3,Normal
2024-04-30,S008,P0022,11,1936.66,4,28.0,Normal
2024-04-30,S008,P0023,16,2525.28,6,31.7,Normal
2024-04-30,S008,P0024,12,1108.2,5,26.9,Normal
2024-04-30,S008,P0025,6,512.28,4,18.3,Normal
2024-04-30,S008,P0026,8,588.16,6,14.6,Normal
2024-04-30,S008,P0027,10,1424.7,4,26.7,Normal
2024-04-30,S008,P0028,14,1853.18,6,26.3,Normal
2024-04-30,S008,P0029,16,1821.92,6,31.5,Normal
2024-04-30,S008,P0030,8,1165.92,4,25.2,Normal
2024-04-30,S008,P0031,19,3407.08,6,33.1,Normal
2024-04-30,S008,P0032,10,1032.1,5,23.2,Normal
2024-04-30,S008,P0033,2,54.84,1,4.8,Normal
2024-04-30,S008,P0034,5,165.8,1,8.9,Overstock
2024-04-30,S008,P0035,1,129.12,2,1.4,Low
2024-04-30,S008,P0036,4,209.48,1,7.5,Normal
2024-04-30,S008,P0037,2,80.44,1,4.7,Normal
2024-04-30,S008,P0038,2,230.46,1,7.2,Normal
2024-04-30,S008,P0039,3,108.45,1,6.9,Normal
2024-04-30,S008,P0040,1,78.71,1,2.3,Low
2024-04-30,S008,P0041,4,285.2,1,13.3,Normal
2024-04-30,S008,P0042,5,235.15,1,9.9,Overstock
2024-04-30,S008,P0043,4,184.4,1,12.8,Normal
2024-04-30,S008,P0044,3,353.76,1,4.7,Normal
2024-04-30,S008,P0045,0,0.0,1,0.0,Low
2024-04-30,S008,P0046,6,789.18,1,9.8,Overstock
2024-04-30,S008,P0047,3,242.55,1,6.1,Normal
2024-04-30,S008,P0048,1,43.93,1,2.8,Low
2024-04-30,S008,P0049,4,526.2,1,8.3,Normal
2024-04-30,S008,P0050,1,105.11,1,2.8,Low
2024-04-30,S008,P0051,0,0.0,1,0.0,Low
2024-04-30,S008,P0052,4,438.44,1,6.9,Normal
2024-04-30,S008,P0053,1,30.77,1,1.7,Low
2024-04-30,S008,P0054,3,406.47,1,5.4,Normal
2024-04-30,S008,P0055,6,560.58,1,10.8,Overstock
2024-04-30,S008,P0056,5,193.95,1,8.6,Overstock
2024-04-30,S008,P0057,1,93.37,1,2.3,Low
2024-04-30,S008,P0058,3,270.0,1,9.4,Normal
2024-04-30,S008,P0059,5,510.1,1,15.3,Overstock
2024-04-30,S008,P0060,4,160.2,1,10.0,Normal
2024-04-30,S008,P0061,0,0.0,2,0.0,Low
2024-04-30,S008,P0062,8,1199.28,2,17.3,Normal
2024-04-30,S008,P0063,0,0.0,2,0.0,Low
2024-04-30,S008,P0064,1,197.96,1,3.4,Low
2024-04-30,S008,P0065,5,320.9,2,9.6,Normal
2024-04-30,S008,P0066,6,1302.06,2,11.6,Normal
2024-04-30,S008,P0067,1,90.39,1,3.1,Low
2024-04-30,S008,P0068,8,450.8,2,13.6,Normal
2024-04-30,S008,P0069,1,87.12,1,4.7,Low
2024-04-30,S008,P0070,6,973.14,2,9.0,Normal
2024-04-30,S008,P0071,4,809.96,2,8.4,Normal
2024-04-30,S008,P0072,5,942.15,1,14.3,Overstock
2024-04-30,S008,P0073,2,305.74,1,6.6,Normal
2024-04-30,S008,P0074,4,662.2,2,7.2,Normal
2024-04-30,S008,P0075,4,839.32,2,6.6,Normal
2024-04-30,S008,P0076,4,166.68,2,7.9,Normal
2024-04-30,S008,P0077,5,292.9,2,9.8,Normal
2024-04-30,S008,P0078,4,295.44,1,11.7,Normal
2024-04-30,S008,P0079,4,717.28,2,9.4,Normal
2024-04-30,S008,P0080,3,520.95,1,8.8,Normal
2024-04-30,S008,P0081,2,431.2,1,5.4,Normal
2024-04-30,S008,P0082,5,340.9,2,8.5,Normal
2024-04-30,S008,P0083,2,168.72,2,4.5,Low
2024-04-30,S008,P0084,4,785.4,1,13.6,Normal
2024-04-30,S008,P0085,4,744.28,1,11.9,Normal
2024-04-30,S008,P0086,5,381.2,2,11.7,Normal
2024-04-30,S008,P0087,3,259.62,2,7.0,Normal
2024-04-30,S008,P0088,3,461.01,2,7.2,Normal
2024-04-30,S008,P0089,11,397.65,6,26.0,Normal
2024-04-30,S008,P0090,14,2166.5,5,36.1,Normal
2024-04-30,S008,P0091,10,808.4,4,33.9,Normal
2024-04-30,S008,P0092,14,1468.18,7,28.8,Normal
2024-04-30,S008,P0093,8,372.88,5,20.3,Normal
2024-04-30,S008,P0094,13,1206.27,6,31.7,Normal
2024-04-30,S008,P0095,14,1125.32,6,33.1,Normal
2024-04-30,S008,P0096,14,895.3,5,36.1,Normal
2024-04-30,S008,P0097,14,886.2,6,33.3,Normal
2024-04-30,S008,P0098,15,1464.3,6,34.7,Normal
2024-04-30,S008,P0099,7,743.19,5,20.0,Normal
2024-04-30,S008,P0100,11,661.87,4,33.3,Normal
2024-04-30,S008,P0101,12,982.2,5,34.9,Normal
2024-04-30,S008,P0102,18,2020.32,7,37.0,Normal
2024-04-30,S008,P0103,6,807.48,5,16.3,Normal
2024-04-30,S008,P0104,15,1993.8,5,38.9,Normal
2024-04-30,S008,P0105,14,2208.5,7,27.3,Normal
2024-04-30,S008,P0106,14,1092.28,6,32.4,Normal
2024-04-30,S008,P0107,16,1427.36,5,46.5,Normal
2024-04-30,S008,P0108,11,1418.78,6,24.0,Normal
2024-04-30,S008,P0109,11,1078.44,5,27.4,Normal
2024-04-30,S008,P0110,14,541.38,5,35.8,Normal
2024-04-30,S008,P0111,6,634.62,4,18.3,Normal
2024-04-30,S008,P0112,8,659.44,5,20.8,Normal
2024-04-30,S008,P0113,18,1013.22,7,32.6,Normal
2024-04-30,S008,P0114,17,1493.28,7,30.8,Normal
2024-04-30,S008,P0115,19,2278.1,7,37.4,Normal
2024-04-30,S008,P0116,25,3625.5,7,48.2,Normal
2024-04-30,S008,P0117,12,883.44,6,25.7,Normal
2024-04-30,S008,P0118,15,1171.2,4,46.1,Normal
2024-04-30,S008,P0119,11,315.92,6,25.2,Normal
2024-04-30,S008,P0120,10,1524.5,5,26.0,Normal
2024-04-30,S008,P0121,15,930.0,6,49.5,Normal
2024-04-30,S008,P0122,11,2672.89,6,32.7,Normal
2024-04-30,S008,P0123,11,1480.6,3,80.5,Normal
2024-04-30,S008,P0124,6,1045.68,3,40.7,Normal
2024-04-30,S008,P0125,12,4149.24,4,52.9,Normal
2024-04-30,S008,P0126,12,3134.88,6,37.2,Normal
2024-04-30,S008,P0127,18,1910.52,6,52.3,Normal
2024-04-30,S008,P0128,15,2833.5,6,46.5,Normal
2024-04-30,S008,P0129,15,4782.3,4,65.4,Normal
2024-04-30,S008,P0130,7,2407.09,4,34.2,Normal
2024-04-30,S008,P0131,6,817.44,6,19.6,Low
2024-04-30,S008,P0132,13,4977.31,6,42.5,Normal
2024-04-30,S008,P0133,9,1006.29,4,39.2,Normal
2024-04-30,S008,P0134,3,1146.72,4,13.9,Low
2024-04-30,S008,P0135,16,1872.8,6,49.6,Normal
2024-04-30,S008,P0136,6,2328.06,4,31.4,Normal
2024-04-30,S008,P0137,10,2557.7,6,33.0,Normal
2024-04-30,S008,P0138,8,3040.8,5,28.7,Normal
2024-04-30,S008,P0139,18,5346.9,5,61.6,Normal
2024-04-30,S008,P0140,24,7826.4,7,65.1,Normal
2024-04-30,S008,P0141,20,1669.0,7,52.7,Normal
2024-04-30,S008,P0142,11,3735.49,4,53.0,Normal
2024-04-30,S008,P0143,8,2403.84,5,31.8,Normal
2024-04-30,S008,P0144,6,2008.74,5,22.9,Normal
2024-04-30,S008,P0145,12,2497.2,5,41.8,Normal
2024-04-30,S008,P0146,10,3495.8,3,54.6,Normal
2024-04-30,S008,P0147,7,2518.25,6,21.9,Normal
2024-04-30,S008,P0148,11,2942.61,6,33.0,Normal
2024-04-30,S008,P0149,10,3933.6,3,56.3,Normal
2024-04-30,S008,P0150,5,1865.9,4,24.1,Normal
2024-04-30,S008,P0151,14,1034.04,4,58.9,Normal
2024-04-30,S008,P0152,16,5498.08,6,50.5,Normal
2024-04-30,S008,P0153,15,4731.6,5,56.6,Normal
2024-04-30,S008,P0154,8,1454.48,5,32.2,Normal
2024-04-30,S008,P0155,18,5801.4,6,58.8,Normal
2024-04-30,S008,P0156,9,4038.48,3,54.0,Normal
2024-04-30,S008,P0157,12,2075.4,4,56.3,Normal
2024-04-30,S008,P0158,16,3038.56,7,44.4,Normal
2024-04-30,S008,P0159,9,1370.07,3,50.7,Normal
2024-04-30,S008,P0160,8,3091.2,5,27.6,Normal
2024-04-30,S008,P0161,5,924.3,4,21.5,Normal
2024-04-30,S008,P0162,8,698.4,4,35.3,Normal
2024-04-30,S008,P0163,21,6560.19,6,67.4,Normal
2024-04-30,S008,P0164,5,1440.7,5,20.8,Low
2024-04-30,S008,P0165,12,1680.72,3,65.6,Normal
2024-04-30,S008,P0166,14,5353.6,6,41.0,Normal
2024-04-30,S008,P0167,8,2473.52,4,40.7,Normal
2024-04-30,S008,P0168,13,5598.71,5,46.2,Normal
2024-04-30,S008,P0169,12,3384.84,4,53.6,Normal
2024-04-30,S008,P0170,9,1930.86,5,35.4,Normal
2024-04-30,S008,P0171,10,4462.1,5,38.9,Normal
2024-04-30,S008,P0172,3,1304.52,4,14.1,Low
2024-04-30,S008,P0173,10,1705.7,5,40.2,Normal
2024-04-30,S008,P0174,12,3357.12,3,78.4,Normal
2024-04-30,S008,P0175,8,2655.68,3,45.0,Normal
2024-04-30,S008,P0176,7,1256.36,3,51.2,Normal
2024-04-30,S008,P0177,0,0.0,1,0.0,Low
2024-04-30,S008,P0178,1,32.63,1,2.2,Low
2024-04-30,S008,P0179,5,554.65,1,10.5,Overstock
2024-04-30,S008,P0180,0,0.0,1,0.0,Low
2024-04-30,S008,P0181,3,101.04,1,8.9,Normal
2024-04-30,S008,P0182,3,225.15,1,12.1,Normal
2024-04-30,S008,P0183,0,0.0,1,0.0,Low
2024-04-30,S008,P0184,0,0.0,1,0.0,Low
2024-04-30,S008,P0185,1,83.39,1,2.7,Low
2024-04-30,S008,P0186,2,154.18,1,3.7,Normal
2024-04-30,S008,P0187,4,518.64,1,7.8,Normal
2024-04-30,S008,P0188,0,0.0,1,0.0,Low
2024-04-30,S008,P0189,3,343.05,1,9.0,Normal
2024-04-30,S008,P0190,0,0.0,1,0.0,Low
2024-04-30,S008,P0191,3,89.07,1,10.9,Normal
2024-04-30,S008,P0192,4,460.56,1,6.8,Normal
2024-04-30,S008,P0193,3,212.46,1,6.1,Normal
2024-04-30,S008,P0194,2,206.42,1,4.4,Normal
2024-04-30,S008,P0195,2,98.76,1,4.3,Normal
2024-04-30,S008,P0196,0,0.0,1,0.0,Low
2024-04-30,S008,P0197,0,0.0,1,0.0,Low
2024-04-30,S008,P0198,6,129.0,1,15.4,Overstock
2024-04-30,S008,P0199,0,0.0,1,0.0,Low
2024-04-30,S008,P0200,0,0.0,1,0.0,Low
2024-04-30,S008,P0201,0,0.0,1,0.0,Low
2024-04-30,S008,P0202,3,241.92,1,10.2,Normal
2024-04-30,S008,P0203,0,0.0,1,0.0,Low
2024-04-30,S008,P0204,2,245.54,1,4.0,Normal
2024-04-30,S008,P0205,11,3036.33,4,31.7,Normal
2024-04-30,S008,P0206,8,1604.56,2,38.0,Normal
2024-04-30,S008,P0207,3,857.94,3,11.6,Low
2024-04-30,S008,P0208,6,2068.86,3,20.3,Normal
2024-04-30,S008,P0209,5,1555.6,2,24.1,Normal
2024-04-30,S008,P0210,4,1081.64,2,21.5,Normal
2024-04-30,S008,P0211,5,1068.7,4,12.9,Normal
2024-04-30,S008,P0212,6,1896.18,4,18.5,Normal
2024-04-30,S008,P0213,8,2200.48,3,26.1,Normal
2024-04-30,S008,P0214,8,1654.08,2,40.7,Normal
2024-04-30,S008,P0215,1,267.03,3,4.1,Low
2024-04-30,S008,P0216,4,730.4,3,14.1,Normal
2024-04-30,S008,P0217,4,358.76,2,19.0,Normal
2024-04-30,S008,P0218,9,2534.67,4,26.1,Normal
2024-04-30,S008,P0219,11,2197.69,4,34.1,Normal
2024-04-30,S008,P0220,8,1340.64,4,25.0,Normal
2024-04-30,S008,P0221,12,2355.48,5,28.5,Normal
2024-04-30,S008,P0222,7,1848.63,4,21.7,Normal
2024-04-30,S008,P0223,5,1222.8,2,32.1,Normal
2024-04-30,S008,P0224,11,3591.06,4,33.8,Normal
2024-04-30,S008,P0225,3,612.24,3,12.8,Low
2024-04-30,S008,P0226,6,1577.7,3,25.2,Normal
2024-04-30,S008,P0227,8,2773.36,4,23.2,Normal
2024-04-30,S008,P0228,7,1423.45,3,22.7,Normal
2024-04-30,S008,P0229,8,870.4,4,22.9,Normal
2024-04-30,S008,P0230,11,1758.79,4,34.7,Normal
2024-04-30,S008,P0231,8,1232.88,5,19.4,Normal
2024-04-30,S008,P0232,6,1687.2,3,19.6,Normal
2024-04-30,S009,P0001,10,1421.6,2,53.8,Overstock
2024-04-30,S009,P0002,5,586.45,2,26.5,Normal
2024-04-30,S009,P0003,3,200.76,1,22.9,Normal
2024-04-30,S009,P0004,5,889.65,2,35.2,Normal
2024-04-30,S009,P0005,0,0.0,1,0.0,Low
2024-04-30,S009,P0006,2,183.66,2,14.9,Low
2024-04-30,S009,P0007,4,501.12,2,25.2,Normal
2024-04-30,S009,P0008,7,733.04,3,30.1,Normal
2024-04-30,S009,P0009,1,158.0,2,7.3,Low
2024-04-30,S009,P0010,6,916.26,2,32.8,Normal
2024-04-30,S009,P0011,0,0.0,1,0.0,Low
2024-04-30,S009,P0012,9,1185.84,2,41.7,Overstock
2024-04-30,S009,P0013,6,462.48,2,43.9,Normal
2024-04-30,S009,P0014,3,299.94,2,19.6,Normal
2024-04-30,S009,P0015,0,0.0,1,0.0,Low
2024-04-30,S009,P0016,1,145.81,1,8.7,Low
2024-04-30,S009,P0017,5,754.45,2,27.3,Normal
2024-04-30,S009,P0018,5,467.15,1,42.6,Overstock
2024-04-30,S009,P0019,7,1123.57,2,36.6,Normal
2024-04-30,S009,P0020,5,725.6,2,31.0,Normal
2024-04-30,S009,P0021,1,81.09,1,8.3,Low
2024-04-30,S009,P0022,3,528.18,2,18.0,Normal
2024-04-30,S009,P0023,0,0.0,2,0.0,Low
2024-04-30,S009,P0024,3,277.05,1,26.1,Normal
2024-04-30,S009,P0025,4,341.52,2,20.9,Normal
2024-04-30,S009,P0026,6,441.12,2,30.9,Normal
2024-04-30,S009,P0027,2,284.94,1,20.0,Normal
2024-04-30,S009,P0028,7,926.59,2,36.1,Normal
2024-04-30,S009,P0029,1,113.87,2,5.9,Low
2024-04-30,S009,P0030,1,145.74,1,8.0,Low
2024-04-30,S009,P0031,6,1075.92,1,46.7,Overstock
2024-04-30,S009,P0032,4,412.84,1,39.6,Normal
2024-04-30,S009,P0033,0,0.0,1,0.0,Low
2024-04-30,S009,P0034,1,33.16,1,3.9,Low
2024-04-30,S009,P0035,0,0.0,1,0.0,Low
2024-04-30,S009,P0036,1,52.37,1,7.2,Low
2024-04-30,S009,P0037,0,0.0,1,0.0,Low
2024-04-30,S009,P0038,0,0.0,1,0.0,Low
2024-04-30,S009,P0039,0,0.0,1,0.0,Low
2024-04-30,S009,P0040,3,236.13,1,20.0,Normal
2024-04-30,S009,P0041,0,0.0,1,0.0,Low
2024-04-30,S009,P0042,3,141.09,1,19.6,Normal
2024-04-30,S009,P0043,3,138.3,1,21.1,Normal
2024-04-30,S009,P0044,0,0.0,1,0.0,Low
2024-04-30,S009,P0045,0,0.0,1,0.0,Low
2024-04-30,S009,P0046,1,131.53,1,6.8,Low
2024-04-30,S009,P0047,2,161.7,1,13.6,Normal
2024-04-30,S009,P0048,4,175.72,1,23.6,Normal
2024-04-30,S009,P0049,0,0.0,1,0.0,Low
2024-04-30,S009,P0050,1,105.11,1,8.0,Low
2024-04-30,S009,P0051,1,46.84,1,5.9,Low
2024-04-30,S009,P0052,2,219.22,1,7.0,Normal
2024-04-30,S009,P0053,0,0.0,1,0.0,Low
2024-04-30,S009,P0054,0,0.0,1,0.0,Low
2024-04-30,S009,P0055,1,93.43,1,8.5,Low
2024-04-30,S009,P0056,0,0.0,1,0.0,Low
2024-04-30,S009,P0057,2,186.74,1,15.2,Normal
2024-04-30,S009,P0058,1,90.0,1,6.9,Low
2024-04-30,S009,P0059,1,102.02,1,10.0,Low
2024-04-30,S009,P0060,0,0.0,1,0.0,Low
2024-04-30,S009,P0061,0,0.0,1,0.0,Low
2024-04-30,S009,P0062,0,0.0,1,0.0,Low
2024-04-30,S009,P0063,1,134.46,1,7.0,Low
2024-04-30,S009,P0064,2,395.92,1,13.1,Normal
2024-04-30,S009,P0065,1,64.18,1,6.3,Low
2024-04-30,S009,P0066,2,434.02,1,12.6,Normal
2024-04-30,S009,P0067,0,0.0,1,0.0,Low
2024-04-30,S009,P0068,1,56.35,1,5.2,Low
2024-04-30,S009,P0069,0,0.0,1,0.0,Low
2024-04-30,S009,P0070,1,162.19,1,6.4,Low
2024-04-30,S009,P0071,3,607.47,1,18.9,Normal
2024-04-30,S009,P0072,0,0.0,1,0.0,Low
2024-04-30,S009,P0073,3,458.61,1,21.1,Normal
2024-04-30,S009,P0074,0,0.0,1,0.0,Low
2024-04-30,S009,P0075,0,0.0,1,0.0,Low
2024-04-30,S009,P0076,0,0.0,1,0.0,Low
2024-04-30,S009,P0077,3,175.74,1,18.9,Normal
2024-04-30,S009,P0078,0,0.0,1,0.0,Low
2024-04-30,S009,P0079,1,179.32,1,6.7,Low
2024-04-30,S009,P0080,0,0.0,1,0.0,Low
2024-04-30,S009,P0081,3,646.8,1,18.9,Normal
2024-04-30,S009,P0082,0,0.0,1,0.0,Low
2024-04-30,S009,P0083,3,253.08,1,18.9,Normal
2024-04-30,S009,P0084,2,392.7,1,12.2,Normal
2024-04-30,S009,P0085,6,1116.42,1,47.7,Overstock
2024-04-30,S009,P0086,1,76.24,1,10.0,Low
2024-04-30,S009,P0087,3,259.62,1,15.7,Normal
2024-04-30,S009,P0088,2,307.34,1,14.4,Normal
2024-04-30,S009,P0089,5,180.75,3,23.8,Normal
2024-04-30,S009,P0090,2,309.5,1,20.0,Normal
2024-04-30,S009,P0091,3,242.52,1,28.9,Normal
2024-04-30,S009,P0092,8,838.96,3,40.7,Normal
2024-04-30,S009,P0093,4,186.44,2,28.7,Normal
2024-04-30,S009,P0094,4,371.16,2,25.2,Normal
2024-04-30,S009,P0095,3,241.14,2,24.4,Normal
2024-04-30,S009,P0096,4,255.8,1,36.6,Normal
2024-04-30,S009,P0097,7,443.1,2,41.3,Normal
2024-04-30,S009,P0098,6,585.72,1,54.9,Overstock
2024-04-30,S009,P0099,3,318.51,1,27.4,Normal
2024-04-30,S009,P0100,2,120.34,2,17.4,Low
2024-04-30,S009,P0101,2,163.7,1,20.0,Normal
2024-04-30,S009,P0102,2,224.48,2,13.8,Low
2024-04-30,S009,P0103,0,0.0,2,0.0,Low
2024-04-30,S009,P0104,4,531.68,2,28.7,Normal
2024-04-30,S009,P0105,2,315.5,2,12.2,Low
2024-04-30,S009,P0106,7,546.14,3,33.7,Normal
2024-04-30,S009,P0107,2,178.42,3,10.5,Low
2024-04-30,S009,P0108,4,515.92,2,25.7,Normal
2024-04-30,S009,P0109,6,588.24,2,43.1,Normal
2024-04-30,S009,P0110,5,193.35,2,38.1,Normal
2024-04-30,S009,P0111,4,423.08,2,35.7,Normal
2024-04-30,S009,P0112,1,82.43,1,10.0,Low
2024-04-30,S009,P0113,5,281.45,2,35.2,Normal
2024-04-30,S009,P0114,3,263.52,3,14.6,Low
2024-04-30,S009,P0115,8,959.2,3,39.6,Normal
2024-04-30,S009,P0116,9,1305.18,3,45.1,Normal
2024-04-30,S009,P0117,3,220.86,2,20.3,Normal
2024-04-30,S009,P0118,1,78.08,2,8.0,Low
2024-04-30,S009,P0119,6,172.32,2,44.8,Normal
2024-04-30,S009,P0120,2,304.9,2,14.1,Low
2024-04-30,S009,P0121,4,248.0,2,31.8,Normal
2024-04-30,S009,P0122,1,242.99,2,8.0,Low
2024-04-30,S009,P0123,4,538.4,2,40.0,Normal
2024-04-30,S009,P0124,0,0.0,1,0.0,Low
2024-04-30,S009,P0125,6,2074.62,2,56.3,Normal
2024-04-30,S009,P0126,6,1567.44,2,60.0,Normal
2024-04-30,S009,P0127,2,212.28,1,20.0,Normal
2024-04-30,S009,P0128,9,1700.1,3,56.8,Normal
2024-04-30,S009,P0129,0,0.0,2,0.0,Low
2024-04-30,S009,P0130,3,1031.61,1,30.0,Normal
2024-04-30,S009,P0131,3,408.72,2,28.9,Normal
2024-04-30,S009,P0132,4,1531.48,2,31.1,Normal
2024-04-30,S009,P0133,1,111.81,2,10.0,Low
2024-04-30,S009,P0134,4,1528.96,2,34.0,Normal
2024-04-30,S009,P0135,3,351.15,2,28.2,Normal
2024-04-30,S009,P0136,8,3104.08,2,75.1,Normal
2024-04-30,S009,P0137,2,511.54,3,11.3,Low
2024-04-30,S009,P0138,2,760.2,2,17.0,Low
2024-04-30,S009,P0139,5,1485.25,2,49.5,Normal
2024-04-30,S009,P0140,5,1630.5,2,50.0,Normal
2024-04-30,S009,P0141,4,333.8,2,40.0,Normal
2024-04-30,S009,P0142,2,679.18,2,20.0,Low
2024-04-30,S009,P0143,6,1802.88,2,52.3,Normal
2024-04-30,S009,P0144,6,2008.74,1,60.0,Overstock
2024-04-30,S009,P0145,4,832.4,1,40.0,Normal
2024-04-30,S009,P0146,4,1398.32,1,40.0,Normal
2024-04-30,S009,P0147,5,1798.75,1,50.0,Overstock
2024-04-30,S009,P0148,9,2407.59,2,78.4,Overstock
2024-04-30,S009,P0149,2,786.72,1,20.0,Normal
2024-04-30,S009,P0150,4,1492.72,2,34.9,Normal
2024-04-30,S009,P0151,5,369.3,2,42.6,Normal
2024-04-30,S009,P0152,0,0.0,1,0.0,Low
2024-04-30,S009,P0153,1,315.44,1,10.0,Low
2024-04-30,S009,P0154,3,545.43,1,30.0,Normal
2024-04-30,S009,P0155,0,0.0,2,0.0,Low
2024-04-30,S009,P0156,1,448.72,1,10.0,Low
2024-04-30,S009,P0157,9,1556.55,2,73.2,Overstock
2024-04-30,S009,P0158,7,1329.37,2,70.0,Normal
2024-04-30,S009,P0159,6,913.38,1,60.0,Overstock
2024-04-30,S009,P0160,3,1159.2,2,30.0,Normal
2024-04-30,S009,P0161,0,0.0,2,0.0,Low
2024-04-30,S009,P0162,4,349.2,1,40.0,Normal
2024-04-30,S009,P0163,2,624.78,1,20.0,Normal
2024-04-30,S009,P0164,7,2016.98,3,49.3,Normal
2024-04-30,S009,P0165,8,1120.48,2,63.7,Normal
2024-04-30,S009,P0166,6,2294.4,1,60.0,Overstock
2024-04-30,S009,P0167,1,309.19,1,10.0,Low
2024-04-30,S009,P0168,2,861.34,2,20.0,Low
2024-04-30,S009,P0169,3,846.21,1,30.0,Normal
2024-04-30,S009,P0170,3,643.62,3,18.9,Low
2024-04-30,S009,P0171,3,1338.63,2,30.0,Normal
2024-04-30,S009,P0172,4,1739.36,1,40.0,Normal
2024-04-30,S009,P0173,3,511.71,2,30.0,Normal
2024-04-30,S009,P0174,2,559.52,2,17.9,Low
2024-04-30,S009,P0175,5,1659.8,2,50.0,Normal
2024-04-30,S009,P0176,0,0.0,1,0.0,Low
2024-04-30,S009,P0177,0,0.0,1,0.0,Low
2024-04-30,S009,P0178,0,0.0,1,0.0,Low
2024-04-30,S009,P0179,0,0.0,1,0.0,Low
2024-04-30,S009,P0180,0,0.0,1,0.0,Low
2024-04-30,S009,P0181,0,0.0,1,0.0,Low
